ID,Call Failure,Complains,Charge Amount,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
2052,0,no,50,2,2,2,2,pre-paid,not-active,25,20.7,yes
2053,7,no,200,57,354,22,2,pre-paid,active,25,1703.25,yes
2054,7,no,100,63,0,33,1,pre-paid,active,15,231.055,yes
2055,0,no,100,55,0,31,1,pre-paid,active,15,131.34,yes
2056,8,no,200,79,27,26,3,pre-paid,active,30,259.76,yes
2057,1,no,50,36,280,16,3,pre-paid,active,30,1213.44,yes
2058,10,no,100,118,139,41,3,pre-paid,active,30,922.92,yes
2059,4,no,50,166,0,42,3,pre-paid,active,30,555.16,yes
2060,4,no,400,80,0,23,3,pre-paid,active,30,181.4,yes
2061,3,no,50,92,2,10,2,pre-paid,active,25,276.75,yes
2062,6,yes,50,51,3,15,3,pre-paid,not-active,30,101.16,yes
2063,22,no,200,222,49,30,3,pre-paid,active,30,808.08,yes
2064,1,no,100,24,478,6,3,pre-paid,active,30,2034.36,yes
2065,6,no,100,179,145,28,2,pre-paid,active,25,1354.68,yes
2066,0,no,200,83,181,24,3,pre-paid,active,30,984.92,yes
2067,0,no,100,11,0,9,2,pre-paid,not-active,25,37.17,yes
2068,0,no,100,11,8,6,2,pre-paid,not-active,25,65.745,yes
2069,0,no,100,0,0,0,2,pre-paid,not-active,25,0,no
2070,0,no,400,124,379,41,2,pre-paid,active,25,2046.24,yes
2071,4,no,20,151,6,45,3,pre-paid,active,30,486.24,yes
2072,5,no,50,72,103,35,2,pre-paid,active,25,766.35,yes
2073,20,no,200,44,11,15,2,pre-paid,not-active,25,91.755,no
2074,18,no,100,90,0,40,4,pre-paid,active,45,261.625,yes
2075,10,no,50,95,21,22,2,pre-paid,active,25,357.885,no
2076,0,no,100,19,0,12,3,pre-paid,active,30,111.96,yes
2077,6,no,100,38,4,14,2,pre-paid,not-active,25,151.56,no
2078,6,yes,100,41,29,29,3,pre-paid,not-active,30,205.96,no
2079,0,yes,100,0,0,0,3,pre-paid,not-active,30,0,no
2080,0,no,400,22,0,4,3,pre-paid,active,30,65.2,yes
2081,0,no,20,94,9,20,4,pre-paid,active,45,192.975,yes
2082,0,no,50,4,4,2,4,pre-paid,not-active,45,24.3,no
2083,0,no,200,0,0,0,5,pre-paid,active,55,0,yes
2084,22,no,100,235,0,78,2,pre-paid,active,25,731.25,yes
2085,3,no,100,113,266,31,2,post-paid,active,25,1512.81,yes
2086,0,no,200,79,0,26,2,pre-paid,active,25,168.165,yes
2087,0,no,50,41,33,18,3,pre-paid,not-active,30,197.84,yes
2088,3,no,100,50,170,21,2,pre-paid,active,25,889.65,yes
2089,1,no,100,33,188,9,2,post-paid,active,25,903.96,yes
2090,1,no,400,36,25,66,4,pre-paid,active,45,101.1,yes
2091,8,no,100,22,5,5,2,pre-paid,not-active,25,52.29,yes
2092,0,yes,50,7,16,1,4,pre-paid,not-active,45,59.3,no
2093,7,no,200,29,14,11,2,pre-paid,active,25,116.73,yes
2094,0,no,100,58,3,21,3,pre-paid,active,30,140.92,yes
2095,0,no,100,23,23,12,2,pre-paid,active,25,178.11,yes
2096,13,no,200,138,80,40,1,post-paid,active,15,795.905,yes
2097,9,no,50,168,68,38,4,pre-paid,active,45,396.025,yes
2098,5,no,100,42,26,17,3,pre-paid,active,30,217.4,yes
2099,0,no,100,37,210,8,3,pre-paid,active,30,1014.68,yes
2100,0,no,400,16,0,5,3,pre-paid,active,30,57.76,no
2101,9,no,20,73,15,21,3,pre-paid,active,30,240.92,yes
2102,1,yes,100,7,17,8,3,pre-paid,not-active,30,84.2,no
2103,11,no,200,62,369,28,3,pre-paid,active,30,1579.8,yes
2104,11,no,100,68,11,39,1,pre-paid,active,15,299.53,yes
2105,4,no,50,60,12,37,2,pre-paid,active,25,167.985,yes
2106,12,no,100,84,42,32,3,pre-paid,active,30,325.56,yes
2107,5,no,50,41,295,22,3,pre-paid,active,30,1279.24,yes
2108,14,no,100,123,154,47,3,pre-paid,active,30,988.72,yes
2109,8,no,100,171,10,48,3,pre-paid,active,30,600.96,yes
2110,8,no,400,85,12,29,3,pre-paid,active,30,235.2,yes
2111,7,no,50,97,17,16,3,pre-paid,active,30,311.8,yes
2112,10,no,50,56,18,21,3,pre-paid,not-active,30,166.96,yes
2113,26,no,200,227,64,36,3,post-paid,active,30,873.88,yes
2114,5,no,100,29,493,12,3,pre-paid,active,30,2100.16,yes
2115,10,no,50,184,160,34,2,pre-paid,active,25,1428.705,yes
2116,4,no,100,88,196,30,3,pre-paid,active,30,1050.72,yes
2117,1,no,50,16,10,15,2,pre-paid,not-active,25,88.695,yes
2118,3,no,100,16,23,12,3,pre-paid,not-active,30,124.24,yes
2119,1,no,100,2,10,4,2,pre-paid,not-active,25,48.69,no
2120,4,no,400,129,394,47,3,pre-paid,active,30,1884.68,yes
2121,8,no,50,156,21,51,4,pre-paid,active,45,345.025,yes
2122,9,no,50,77,118,41,2,pre-paid,active,25,840.375,yes
2123,24,yes,200,49,26,21,3,pre-paid,not-active,30,147.36,no
2124,22,yes,100,95,11,46,5,pre-paid,active,55,175.65,yes
2125,14,no,20,100,36,28,2,pre-paid,active,25,431.91,no
2126,2,no,100,24,10,18,3,pre-paid,active,30,157.76,yes
2127,10,no,50,43,19,20,3,pre-paid,not-active,30,200.52,no
2128,10,yes,100,46,44,35,3,pre-paid,not-active,30,271.76,no
2129,1,no,100,4,10,6,3,pre-paid,not-active,30,48.68,no
2130,2,no,400,27,10,10,4,pre-paid,active,45,69.375,yes
2131,4,no,100,99,24,26,5,pre-paid,active,55,140.46,yes
2132,1,yes,50,9,19,8,4,pre-paid,not-active,45,65.425,no
2133,1,no,200,6,14,6,5,pre-paid,active,55,27.36,yes
2134,26,no,100,240,10,84,2,pre-paid,active,25,782.775,yes
2135,7,yes,100,118,281,37,2,post-paid,active,25,1586.835,yes
2136,3,no,200,84,12,32,3,pre-paid,active,30,203.28,yes
2137,4,no,50,46,48,24,3,pre-paid,not-active,30,263.64,yes
2138,7,no,100,55,185,27,2,pre-paid,active,25,963.675,yes
2139,5,no,100,38,203,15,2,post-paid,active,25,977.985,yes
2140,5,no,400,41,40,72,4,pre-paid,active,45,142.225,yes
2141,12,no,50,27,20,11,3,pre-paid,not-active,30,112.28,yes
2142,1,no,100,12,31,7,4,pre-paid,not-active,45,100.425,yes
2143,11,no,200,34,29,17,2,pre-paid,active,25,190.755,yes
2144,3,no,100,63,18,27,3,pre-paid,active,30,206.72,yes
2145,3,no,20,28,38,18,2,pre-paid,active,25,252.135,yes
2146,17,no,200,143,95,46,2,post-paid,active,25,725.22,yes
2147,13,no,50,173,83,44,5,pre-paid,active,55,262.29,yes
2148,9,no,100,47,41,23,3,pre-paid,active,30,283.2,yes
2149,3,no,50,42,225,14,3,pre-paid,active,30,1080.48,yes
2150,4,no,400,21,10,11,3,pre-paid,active,30,103.56,no
2151,7,no,50,69,0,13,2,pre-paid,active,25,196.155,yes
2152,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2153,9,no,200,58,349,20,2,pre-paid,active,25,1679.895,yes
2154,9,no,100,64,0,31,1,pre-paid,active,15,230.01,yes
2155,2,no,20,56,0,29,1,pre-paid,active,15,130.295,yes
2156,10,no,100,80,22,24,3,pre-paid,active,30,239,yes
2157,3,no,50,37,275,14,3,pre-paid,active,30,1192.68,yes
2158,12,no,100,119,134,39,3,pre-paid,active,30,902.16,yes
2159,6,no,50,167,0,40,3,pre-paid,active,30,554.4,yes
2160,6,no,400,81,0,21,3,pre-paid,active,30,180.64,yes
2161,5,no,50,93,0,8,2,pre-paid,active,25,266.895,yes
2162,8,no,50,52,0,13,3,pre-paid,not-active,30,88.4,yes
2163,24,no,200,223,44,28,3,pre-paid,active,30,787.32,yes
2164,3,no,100,25,473,4,3,pre-paid,active,30,2013.6,yes
2165,8,no,100,180,140,26,2,pre-paid,active,25,1331.325,yes
2166,2,no,200,84,176,22,3,pre-paid,active,30,964.16,yes
2167,0,no,50,12,0,7,2,pre-paid,not-active,25,36.315,yes
2168,1,no,100,12,3,4,2,pre-paid,not-active,25,42.39,yes
2169,0,no,100,0,0,0,2,pre-paid,not-active,25,0,no
2170,2,no,400,125,374,39,2,pre-paid,active,25,2022.885,yes
2171,6,no,50,152,1,43,3,pre-paid,active,30,465.48,yes
2172,7,no,50,73,98,33,2,pre-paid,active,25,742.995,yes
2173,22,no,200,45,6,13,2,pre-paid,not-active,25,68.4,no
2174,20,no,100,91,0,38,4,pre-paid,active,45,261.15,yes
2175,12,yes,50,96,16,20,2,pre-paid,active,25,334.53,no
2176,0,no,100,20,0,10,3,pre-paid,active,30,111.2,yes
2177,8,yes,50,39,0,12,3,pre-paid,not-active,30,117.96,no
2178,8,no,100,42,24,27,3,pre-paid,not-active,30,185.2,no
2179,0,yes,100,0,0,0,3,pre-paid,not-active,30,0,no
2180,0,no,400,23,0,2,3,pre-paid,active,30,64.44,yes
2181,2,no,20,95,4,18,4,pre-paid,active,45,180,yes
2182,0,no,100,0,0,0,4,pre-paid,not-active,45,0,no
2183,0,no,200,0,0,0,5,pre-paid,active,55,0,yes
2184,24,no,100,236,0,76,2,pre-paid,active,25,730.395,yes
2185,5,no,100,114,261,29,2,post-paid,active,25,1489.455,yes
2186,1,no,200,80,0,24,2,pre-paid,active,25,167.31,yes
2187,2,no,100,42,28,16,3,pre-paid,not-active,30,177.08,yes
2188,5,no,100,51,165,19,2,pre-paid,active,25,866.295,yes
2189,3,no,100,34,183,7,2,post-paid,active,25,880.605,yes
2190,3,no,400,37,20,64,4,pre-paid,active,45,88.125,yes
2191,10,no,100,23,0,3,2,pre-paid,not-active,25,28.935,yes
2192,0,no,50,0,11,0,4,pre-paid,not-active,45,27.5,yes
2193,9,no,200,30,9,9,2,pre-paid,active,25,93.375,yes
2194,1,no,100,59,0,19,3,pre-paid,active,30,128.16,yes
2195,1,no,100,24,18,10,2,pre-paid,active,25,154.755,yes
2196,15,no,200,139,75,38,1,post-paid,active,15,767.36,yes
2197,11,no,100,169,63,36,4,pre-paid,active,45,383.05,yes
2198,7,no,100,43,21,15,3,pre-paid,active,30,196.64,yes
2199,1,no,100,38,205,6,3,pre-paid,active,30,993.92,yes
2200,2,no,400,17,0,3,3,pre-paid,active,30,57,no
2201,13,no,20,81,20,23,3,pre-paid,active,30,268.44,yes
2202,5,no,50,15,22,10,3,pre-paid,not-active,30,111.72,yes
2203,15,no,200,70,374,30,3,pre-paid,active,30,1607.32,yes
2204,15,no,100,76,16,41,1,pre-paid,active,15,337.37,yes
2205,8,no,50,68,17,39,2,pre-paid,active,25,198.945,yes
2206,16,no,100,92,47,34,3,pre-paid,active,30,353.08,yes
2207,9,no,50,49,300,24,3,pre-paid,active,30,1306.76,yes
2208,18,no,100,131,159,49,3,pre-paid,active,30,1016.24,yes
2209,12,no,100,179,15,50,3,pre-paid,active,30,628.48,yes
2210,12,no,400,93,17,31,3,pre-paid,active,30,262.72,yes
2211,11,no,20,105,22,18,3,pre-paid,active,30,339.32,yes
2212,14,yes,50,64,23,23,3,pre-paid,not-active,30,194.48,yes
2213,30,no,200,235,69,38,3,pre-paid,active,30,901.4,yes
2214,9,no,100,37,498,14,3,pre-paid,active,30,2127.68,yes
2215,14,no,20,192,165,36,2,pre-paid,active,25,1459.665,yes
2216,8,no,100,96,201,32,3,pre-paid,active,30,1078.24,yes
2217,5,no,50,24,15,17,2,pre-paid,not-active,25,119.655,yes
2218,7,no,100,24,28,14,3,pre-paid,not-active,30,151.76,yes
2219,5,no,100,10,15,6,2,pre-paid,not-active,25,79.65,no
2220,8,no,400,137,399,49,3,pre-paid,active,30,1912.2,yes
2221,12,no,50,164,26,53,4,pre-paid,active,45,362.225,yes
2222,13,no,100,85,123,43,2,pre-paid,active,25,871.335,yes
2223,28,yes,200,57,31,23,3,pre-paid,not-active,30,174.88,no
2224,26,no,100,103,16,48,5,post-paid,active,55,185.97,yes
2225,18,no,50,108,41,30,2,pre-paid,active,25,462.87,yes
2226,6,no,100,32,15,20,3,pre-paid,active,30,185.28,yes
2227,14,yes,50,51,24,22,3,pre-paid,not-active,30,228.04,no
2228,14,yes,100,54,49,37,4,pre-paid,not-active,45,187.05,no
2229,5,no,100,12,15,8,3,pre-paid,not-active,30,76.2,no
2230,6,no,400,35,15,12,4,pre-paid,active,45,86.575,yes
2231,8,no,20,107,29,28,5,pre-paid,active,55,150.78,yes
2232,5,no,50,17,24,10,4,pre-paid,not-active,45,82.625,no
2233,5,no,200,14,19,8,5,pre-paid,active,55,37.68,yes
2234,30,yes,100,248,15,86,2,pre-paid,active,25,813.735,yes
2235,11,yes,100,126,286,39,3,post-paid,active,30,1438.04,yes
2236,7,no,100,92,17,34,3,pre-paid,active,30,230.8,yes
2237,8,no,100,54,53,26,3,pre-paid,not-active,30,291.16,yes
2238,11,no,100,63,190,29,2,pre-paid,active,25,994.635,yes
2239,9,no,50,46,208,17,3,post-paid,active,30,896.84,yes
2240,9,no,400,49,45,74,5,pre-paid,active,55,95.655,yes
2241,16,no,20,35,25,13,3,pre-paid,not-active,30,139.8,yes
2242,5,no,100,20,36,9,4,pre-paid,not-active,45,117.625,yes
2243,15,no,200,42,34,19,2,pre-paid,active,25,221.715,yes
2244,7,no,100,71,23,29,3,pre-paid,active,30,234.24,yes
2245,7,no,100,36,43,20,3,pre-paid,active,30,251.64,yes
2246,21,no,200,151,100,48,2,post-paid,active,25,756.18,yes
2247,17,no,100,181,88,46,5,pre-paid,active,55,272.61,yes
2248,13,no,100,55,46,25,3,pre-paid,active,30,310.72,yes
2249,7,no,100,50,230,16,3,pre-paid,active,30,1108,yes
2250,8,yes,400,29,15,13,3,pre-paid,active,30,131.08,no
2251,3,no,50,61,0,11,2,pre-paid,active,25,187.695,yes
2252,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2253,5,no,200,50,344,18,2,pre-paid,active,25,1648.935,yes
2254,5,no,100,56,0,29,1,pre-paid,active,15,219.67,yes
2255,0,no,50,48,0,27,1,pre-paid,active,15,119.955,yes
2256,6,no,100,72,17,22,2,pre-paid,active,25,237.915,yes
2257,0,no,50,29,270,12,3,pre-paid,active,30,1165.16,yes
2258,8,no,100,111,129,37,3,pre-paid,active,30,874.64,yes
2259,2,no,100,159,0,38,3,pre-paid,active,30,546.88,yes
2260,2,no,400,73,0,19,3,pre-paid,active,30,173.12,yes
2261,1,no,20,85,0,6,2,pre-paid,active,25,258.435,yes
2262,4,no,100,44,0,11,3,pre-paid,not-active,30,80.88,yes
2263,20,no,200,215,39,26,3,pre-paid,active,30,759.8,yes
2264,0,no,100,17,468,2,3,pre-paid,active,30,1986.08,yes
2265,4,no,50,172,135,24,2,pre-paid,active,25,1300.365,yes
2266,0,no,200,76,171,20,3,pre-paid,active,30,936.64,yes
2267,0,no,20,4,0,5,2,pre-paid,not-active,25,27.855,yes
2268,0,no,100,4,0,2,2,pre-paid,not-active,25,20.43,yes
2269,0,no,50,0,0,0,2,pre-paid,not-active,25,0,no
2270,0,no,400,117,369,37,2,pre-paid,active,25,1991.925,yes
2271,2,no,50,144,0,41,3,pre-paid,active,30,453.96,yes
2272,3,no,100,65,93,31,2,pre-paid,active,25,712.035,yes
2273,18,yes,200,37,1,11,2,pre-paid,not-active,25,37.44,no
2274,16,no,100,83,0,36,4,pre-paid,active,45,256.45,yes
2275,8,yes,20,88,11,18,2,pre-paid,active,25,303.57,no
2276,0,no,200,12,0,8,3,pre-paid,active,30,103.68,yes
2277,4,no,100,31,0,10,2,pre-paid,not-active,25,124.245,no
2278,4,yes,100,34,19,25,3,pre-paid,not-active,30,157.68,no
2279,0,no,100,0,0,0,3,pre-paid,not-active,30,0,no
2280,0,no,400,0,0,0,3,pre-paid,active,30,0,yes
2281,0,no,50,87,0,16,4,pre-paid,active,45,165.3,yes
2282,0,yes,50,0,0,0,4,pre-paid,not-active,45,0,no
2283,0,yes,200,0,0,0,5,pre-paid,active,55,0,no
2284,20,no,100,228,0,74,2,pre-paid,active,25,721.935,yes
2285,1,no,20,106,256,27,2,post-paid,active,25,1458.495,yes
2286,0,no,200,72,0,22,2,pre-paid,active,25,158.85,yes
2287,0,no,20,34,23,14,3,pre-paid,not-active,30,149.56,yes
2288,1,no,100,43,160,17,2,pre-paid,active,25,835.335,yes
2289,0,no,100,26,178,5,2,post-paid,active,25,849.645,yes
2290,0,no,400,29,15,62,4,pre-paid,active,45,70.925,yes
2291,6,no,50,15,0,1,2,pre-paid,not-active,25,20.475,yes
2292,0,no,100,0,6,0,4,pre-paid,not-active,45,15,yes
2293,5,no,200,22,4,7,2,pre-paid,active,25,62.415,yes
2294,0,no,100,51,0,17,3,pre-paid,active,30,120.64,yes
2295,0,no,50,16,13,8,2,pre-paid,active,25,123.795,yes
2296,11,no,100,131,70,36,1,post-paid,active,15,729.52,yes
2297,7,no,100,161,58,34,4,pre-paid,active,45,365.85,yes
2298,3,no,100,35,16,13,3,pre-paid,active,30,169.12,yes
2299,0,no,100,30,200,4,3,pre-paid,active,30,966.4,yes
2300,0,yes,400,9,0,1,2,pre-paid,active,25,55.665,no
2301,10,no,50,79,16,22,3,pre-paid,active,30,249.16,yes
2302,2,no,100,13,18,9,2,pre-paid,not-active,25,103.995,yes
2303,12,no,200,68,370,29,3,pre-paid,active,30,1588.04,yes
2304,12,no,100,74,12,40,1,pre-paid,active,15,310.86,yes
2305,5,no,100,66,13,38,1,pre-paid,active,15,216.645,yes
2306,13,no,200,90,43,33,3,pre-paid,active,30,333.8,yes
2307,6,no,100,47,296,23,3,pre-paid,active,30,1287.48,yes
2308,15,no,100,129,155,48,3,pre-paid,active,30,996.96,yes
2309,9,no,100,177,11,49,3,pre-paid,active,30,609.2,yes
2310,9,no,400,91,13,30,3,pre-paid,active,30,243.44,yes
2311,8,no,20,103,18,17,3,pre-paid,active,30,320.04,yes
2312,11,no,50,62,19,22,3,pre-paid,not-active,30,175.2,yes
2313,27,no,200,233,65,37,3,pre-paid,active,30,882.12,yes
2314,6,no,100,35,494,13,3,pre-paid,active,30,2108.4,yes
2315,11,no,20,190,161,35,2,pre-paid,active,25,1437.975,yes
2316,5,no,200,94,197,31,3,pre-paid,active,30,1058.96,yes
2317,2,no,100,22,11,16,2,pre-paid,not-active,25,97.965,yes
2318,4,no,100,22,24,13,3,pre-paid,not-active,30,132.48,yes
2319,2,no,50,8,11,5,2,pre-paid,not-active,25,57.96,no
2320,5,no,400,135,395,48,2,pre-paid,active,25,2129.535,yes
2321,9,no,50,162,22,52,4,pre-paid,active,45,350.175,yes
2322,10,no,100,83,119,42,2,pre-paid,active,25,849.645,yes
2323,25,yes,200,55,27,22,2,pre-paid,not-active,25,175.05,no
2324,23,no,100,101,12,47,5,pre-paid,active,55,178.74,yes
2325,15,no,50,106,37,29,2,pre-paid,active,25,441.18,yes
2326,3,no,200,30,11,19,3,pre-paid,active,30,166,yes
2327,11,yes,50,49,20,21,3,pre-paid,not-active,30,208.76,no
2328,11,yes,100,52,45,36,3,pre-paid,not-active,30,280,no
2329,2,yes,50,10,11,7,3,pre-paid,not-active,30,56.92,no
2330,3,no,400,33,11,11,3,pre-paid,active,30,119.24,yes
2331,5,no,50,105,25,27,5,pre-paid,active,55,143.55,yes
2332,2,no,50,15,20,9,4,pre-paid,not-active,45,70.575,no
2333,2,no,200,12,15,7,5,pre-paid,active,55,30.45,yes
2334,27,yes,100,246,11,85,2,pre-paid,active,25,792.045,yes
2335,8,no,100,124,282,38,2,post-paid,active,25,1596.105,yes
2336,4,no,200,90,13,33,2,pre-paid,active,25,237.96,yes
2337,5,no,100,52,49,25,3,pre-paid,not-active,30,271.88,yes
2338,8,no,100,61,186,28,2,pre-paid,active,25,972.945,yes
2339,6,yes,100,44,204,16,2,post-paid,active,25,987.255,no
2340,6,no,400,47,41,73,4,pre-paid,active,45,147.375,yes
2341,13,no,50,33,21,12,2,pre-paid,not-active,25,135.585,yes
2342,2,no,50,18,32,8,4,pre-paid,not-active,45,105.575,yes
2343,12,no,200,40,30,18,2,pre-paid,active,25,200.025,yes
2344,4,no,100,69,19,28,3,pre-paid,active,30,214.96,yes
2345,4,no,100,34,39,19,2,pre-paid,active,25,261.405,yes
2346,18,no,100,149,96,47,2,post-paid,active,25,734.49,yes
2347,14,no,50,179,84,45,4,pre-paid,active,45,442.3,yes
2348,10,no,100,53,42,24,3,pre-paid,active,30,291.44,yes
2349,4,no,100,48,226,15,3,pre-paid,active,30,1088.72,yes
2350,5,no,400,27,11,12,3,pre-paid,active,30,111.8,no
2351,6,no,50,63,0,12,3,pre-paid,active,30,170.12,yes
2352,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2353,8,no,200,52,348,19,3,pre-paid,active,30,1485,yes
2354,8,no,100,58,0,30,1,pre-paid,active,15,224.18,yes
2355,1,no,20,50,0,28,1,pre-paid,active,15,124.465,yes
2356,9,no,200,74,21,23,3,pre-paid,active,30,230.76,yes
2357,2,no,50,31,274,13,3,pre-paid,active,30,1184.44,yes
2358,11,no,100,113,133,38,3,pre-paid,active,30,893.92,yes
2359,5,no,100,161,0,39,3,pre-paid,active,30,550.16,yes
2360,5,no,400,75,0,20,3,pre-paid,active,30,176.4,yes
2361,4,no,50,87,0,7,3,pre-paid,active,30,233,yes
2362,7,no,50,46,0,12,3,pre-paid,not-active,30,84.16,yes
2363,23,no,200,217,43,27,3,pre-paid,active,30,779.08,yes
2364,2,no,100,19,472,3,3,pre-paid,active,30,2005.36,yes
2365,7,no,20,174,139,25,2,pre-paid,active,25,1322.055,yes
2366,1,no,100,78,175,21,3,pre-paid,active,30,955.92,yes
2367,0,no,50,6,0,6,2,pre-paid,not-active,25,31.545,yes
2368,0,no,100,6,2,3,3,pre-paid,not-active,30,29.44,yes
2369,0,yes,100,0,0,0,2,pre-paid,not-active,25,0,no
2370,1,no,400,119,373,38,2,pre-paid,active,25,2013.615,yes
2371,5,no,20,146,0,42,4,pre-paid,active,45,285.775,yes
2372,6,no,50,67,97,32,2,pre-paid,active,25,733.725,yes
2373,21,yes,200,39,5,12,2,pre-paid,not-active,25,59.13,no
2374,19,no,100,85,0,37,5,pre-paid,active,55,155.1,yes
2375,11,yes,50,90,15,19,2,pre-paid,active,25,325.26,no
2376,0,no,200,14,0,9,3,pre-paid,active,30,106.96,yes
2377,7,no,50,33,0,11,3,pre-paid,not-active,30,113.72,no
2378,7,yes,100,36,23,26,3,pre-paid,not-active,30,176.96,no
2379,0,no,100,0,0,0,3,pre-paid,not-active,30,0,no
2380,0,no,400,17,0,1,3,pre-paid,active,30,60.2,yes
2381,1,no,50,89,3,17,5,pre-paid,active,55,104.91,yes
2382,0,no,100,0,0,0,4,pre-paid,not-active,45,0,no
2383,0,no,200,0,0,0,5,pre-paid,active,55,0,yes
2384,23,no,100,230,0,75,2,pre-paid,active,25,725.625,yes
2385,4,no,100,108,260,28,2,post-paid,active,25,1480.185,yes
2386,0,no,200,74,0,23,2,pre-paid,active,25,162.54,yes
2387,1,no,50,36,27,15,3,pre-paid,not-active,30,168.84,yes
2388,4,no,100,45,164,18,2,pre-paid,active,25,857.025,yes
2389,2,no,100,28,182,6,2,post-paid,active,25,871.335,yes
2390,2,no,400,31,19,63,4,pre-paid,active,45,82.975,yes
2391,9,no,100,17,0,2,2,pre-paid,not-active,25,24.165,yes
2392,0,no,50,0,10,0,4,pre-paid,not-active,45,25,yes
2393,8,no,200,24,8,8,2,pre-paid,active,25,84.105,yes
2394,0,no,100,53,0,18,3,pre-paid,active,30,123.92,yes
2395,0,no,50,18,17,9,2,pre-paid,active,25,145.485,yes
2396,14,no,100,133,74,37,2,post-paid,active,25,618.57,yes
2397,10,no,100,163,62,35,4,pre-paid,active,45,377.9,yes
2398,6,no,100,37,20,14,3,pre-paid,active,30,188.4,yes
2399,0,no,100,32,204,5,3,pre-paid,active,30,985.68,yes
2400,1,no,400,11,0,2,3,pre-paid,active,30,52.76,no
2401,12,no,50,81,26,32,3,pre-paid,active,30,306.04,yes
2402,4,no,100,15,28,19,3,pre-paid,not-active,30,149.32,yes
2403,14,no,200,70,380,39,3,pre-paid,active,30,1644.92,yes
2404,14,no,100,76,22,50,1,pre-paid,active,15,389.07,yes
2405,7,no,100,68,23,48,2,pre-paid,active,25,241.245,yes
2406,15,no,200,92,53,43,3,pre-paid,active,30,390.68,yes
2407,8,no,50,49,306,33,3,pre-paid,active,30,1344.36,yes
2408,17,no,100,131,165,58,3,post-paid,active,30,1053.84,yes
2409,11,no,100,179,21,59,3,pre-paid,active,30,666.08,yes
2410,11,no,400,93,23,40,3,pre-paid,active,30,300.32,yes
2411,10,no,20,105,28,27,3,pre-paid,active,30,376.92,yes
2412,13,no,50,64,29,32,3,pre-paid,not-active,30,232.08,yes
2413,29,no,200,235,75,47,3,pre-paid,active,30,939,yes
2414,8,no,100,37,504,23,3,pre-paid,active,30,2165.28,yes
2415,13,no,100,192,171,45,2,pre-paid,active,25,1501.965,yes
2416,7,no,200,96,207,41,3,pre-paid,active,30,1115.84,yes
2417,4,no,100,24,21,26,2,pre-paid,not-active,25,161.955,yes
2418,6,no,100,24,34,23,3,pre-paid,not-active,30,189.36,yes
2419,4,no,100,10,21,15,2,pre-paid,not-active,25,121.95,no
2420,7,no,400,137,405,58,3,pre-paid,active,30,1949.8,yes
2421,11,no,100,164,32,62,4,pre-paid,active,45,385.725,yes
2422,12,no,100,85,129,52,2,pre-paid,active,25,913.635,yes
2423,27,yes,200,57,37,32,3,pre-paid,not-active,30,212.48,no
2424,25,no,100,103,22,57,5,post-paid,active,55,200.07,yes
2425,17,no,20,108,47,39,2,pre-paid,active,25,505.17,yes
2426,5,no,200,32,21,29,3,pre-paid,active,30,222.88,yes
2427,13,yes,100,51,30,31,3,pre-paid,not-active,30,265.64,no
2428,13,yes,100,54,55,46,3,pre-paid,not-active,30,336.88,no
2429,4,no,100,12,21,17,3,pre-paid,not-active,30,113.8,no
2430,5,no,400,35,21,21,4,pre-paid,active,45,110.075,yes
2431,7,no,100,107,35,37,5,pre-paid,active,55,164.88,yes
2432,4,no,100,17,30,19,4,pre-paid,not-active,45,106.125,no
2433,4,no,200,14,25,17,5,pre-paid,active,55,51.78,yes
2434,29,no,100,248,21,95,2,pre-paid,active,25,856.035,yes
2435,10,no,100,126,292,48,2,post-paid,active,25,1660.095,yes
2436,6,no,200,92,23,43,3,pre-paid,active,30,268.4,yes
2437,7,yes,100,54,59,35,3,pre-paid,not-active,30,328.76,no
2438,10,no,100,63,196,38,2,pre-paid,active,25,1036.935,yes
2439,8,no,100,46,214,26,2,post-paid,active,25,1051.245,yes
2440,8,no,400,49,51,83,4,pre-paid,active,45,182.925,yes
2441,15,no,50,35,31,22,3,pre-paid,not-active,30,177.4,yes
2442,4,no,100,20,42,18,4,pre-paid,not-active,45,141.125,yes
2443,14,no,200,42,40,28,2,pre-paid,active,25,264.015,yes
2444,6,no,100,71,29,38,3,pre-paid,active,30,271.84,yes
2445,6,no,20,36,49,29,2,pre-paid,active,25,325.395,yes
2446,20,no,200,151,106,57,2,post-paid,active,25,798.48,yes
2447,16,no,100,181,94,55,5,pre-paid,active,55,286.71,yes
2448,12,no,100,55,52,34,3,pre-paid,active,30,348.32,yes
2449,6,no,100,50,236,25,3,pre-paid,active,30,1145.6,yes
2450,7,yes,400,29,21,22,3,pre-paid,active,30,168.68,no
2451,4,no,20,61,0,2,2,pre-paid,active,25,172.395,yes
2452,0,no,50,0,0,0,2,pre-paid,not-active,25,0,yes
2453,6,no,200,50,338,9,2,pre-paid,active,25,1606.635,yes
2454,6,no,100,56,0,20,1,pre-paid,active,15,200.97,yes
2455,0,no,100,48,0,18,1,pre-paid,active,15,101.255,yes
2456,7,no,100,72,11,13,3,pre-paid,active,30,173.88,yes
